Seriation_Number	Assemblage	Parkin_Punctated	Barton/Kent/MPI	Painted	Fortune_Noded	Ranch_Incised	Walls_Engraved	Wallace_Incised	Rhodes_Incised	Vernon_Paul_Applique	Hull_Engraved
321	11-N-4	764	470	18	5	9	0	0	0	0	0
321	13-O-5	923	637	42	12	33	27	14	13	5	2

322	13-P-10	30	15	12	0	12	12	0	7	2	1
322	11-N-4	764	470	18	5	9	0	0	0	0	0
322	12-O-5	204	156	42	7	8	4	2	1	0	0

323	13-P-10	30	15	12	0	12	12	0	7	2	1
323	13-N-5	35	11	33	0	0	0	0	0	0	0
323	11-N-9	528	198	13	0	19	0	0	0	0	0

324	13-P-10	30	15	12	0	12	12	0	7	2	1
324	13-N-5	35	11	33	0	0	0	0	0	0	0
324	13-O-10	60	74	79	0	2	8	0	2	0	0

325	13-P-10	30	15	12	0	12	12	0	7	2	1
325	13-N-5	35	11	33	0	0	0	0	0	0	0
325	10-P-1	39	62	46	0	0	0	0	0	0	6

326	13-P-10	30	15	12	0	12	12	0	7	2	1
326	13-N-5	35	11	33	0	0	0	0	0	0	0
326	11-O-10	404	208	6	16	4	0	0	0	0	0

327	13-P-10	30	15	12	0	12	12	0	7	2	1
327	13-N-5	35	11	33	0	0	0	0	0	0	0
327	12-N-3	549	328	77	19	4	0	3	1	2	0

328	13-P-10	30	15	12	0	12	12	0	7	2	1
328	13-N-5	35	11	33	0	0	0	0	0	0	0
328	11-N-1	865	323	59	17	35	0	0	0	4	0

329	13-P-10	30	15	12	0	12	12	0	7	2	1
329	13-N-5	35	11	33	0	0	0	0	0	0	0
329	13-O-5	923	637	42	12	33	27	14	13	5	2

330	13-P-10	30	15	12	0	12	12	0	7	2	1
330	13-N-5	35	11	33	0	0	0	0	0	0	0
330	12-O-5	204	156	42	7	8	4	2	1	0	0

331	13-P-10	30	15	12	0	12	12	0	7	2	1
331	13-N-5	35	11	33	0	0	0	0	0	0	0
331	11-N-4	764	470	18	5	9	0	0	0	0	0

332	13-P-10	30	15	12	0	12	12	0	7	2	1
332	13-N-4	71	67	96	0	3	4	0	0	0	0
332	11-N-9	528	198	13	0	19	0	0	0	0	0

333	13-P-10	30	15	12	0	12	12	0	7	2	1
333	13-N-4	71	67	96	0	3	4	0	0	0	0
333	13-O-10	60	74	79	0	2	8	0	2	0	0

334	13-P-10	30	15	12	0	12	12	0	7	2	1
334	13-N-4	71	67	96	0	3	4	0	0	0	0
334	10-P-1	39	62	46	0	0	0	0	0	0	6

335	13-P-10	30	15	12	0	12	12	0	7	2	1
335	13-N-4	71	67	96	0	3	4	0	0	0	0
335	11-O-10	404	208	6	16	4	0	0	0	0	0

336	13-P-10	30	15	12	0	12	12	0	7	2	1
336	13-N-4	71	67	96	0	3	4	0	0	0	0
336	12-N-3	549	328	77	19	4	0	3	1	2	0

337	13-P-10	30	15	12	0	12	12	0	7	2	1
337	13-N-4	71	67	96	0	3	4	0	0	0	0
337	11-N-1	865	323	59	17	35	0	0	0	4	0

338	13-P-10	30	15	12	0	12	12	0	7	2	1
338	13-N-4	71	67	96	0	3	4	0	0	0	0
338	13-O-5	923	637	42	12	33	27	14	13	5	2

339	13-P-10	30	15	12	0	12	12	0	7	2	1
339	13-N-4	71	67	96	0	3	4	0	0	0	0
339	12-O-5	204	156	42	7	8	4	2	1	0	0

340	13-P-10	30	15	12	0	12	12	0	7	2	1
340	13-N-4	71	67	96	0	3	4	0	0	0	0
340	11-N-4	764	470	18	5	9	0	0	0	0	0

341	13-P-10	30	15	12	0	12	12	0	7	2	1
341	13-N-4	71	67	96	0	3	4	0	0	0	0
341	13-N-5	35	11	33	0	0	0	0	0	0	0

342	13-P-10	30	15	12	0	12	12	0	7	2	1
342	13-P-1	244	40	18	1	16	21	0	14	0	6
342	11-N-9	528	198	13	0	19	0	0	0	0	0

343	13-P-10	30	15	12	0	12	12	0	7	2	1
343	13-P-1	244	40	18	1	16	21	0	14	0	6
343	13-O-10	60	74	79	0	2	8	0	2	0	0

344	13-P-10	30	15	12	0	12	12	0	7	2	1
344	13-P-1	244	40	18	1	16	21	0	14	0	6
344	10-P-1	39	62	46	0	0	0	0	0	0	6

345	13-P-10	30	15	12	0	12	12	0	7	2	1
345	13-P-1	244	40	18	1	16	21	0	14	0	6
345	11-O-10	404	208	6	16	4	0	0	0	0	0

346	13-P-10	30	15	12	0	12	12	0	7	2	1
346	13-P-1	244	40	18	1	16	21	0	14	0	6
346	12-N-3	549	328	77	19	4	0	3	1	2	0

347	13-P-10	30	15	12	0	12	12	0	7	2	1
347	13-P-1	244	40	18	1	16	21	0	14	0	6
347	11-N-1	865	323	59	17	35	0	0	0	4	0

348	13-P-10	30	15	12	0	12	12	0	7	2	1
348	13-P-1	244	40	18	1	16	21	0	14	0	6
348	13-O-5	923	637	42	12	33	27	14	13	5	2

349	13-P-10	30	15	12	0	12	12	0	7	2	1
349	13-P-1	244	40	18	1	16	21	0	14	0	6
349	12-O-5	204	156	42	7	8	4	2	1	0	0

350	13-P-10	30	15	12	0	12	12	0	7	2	1
350	13-P-1	244	40	18	1	16	21	0	14	0	6
350	11-N-4	764	470	18	5	9	0	0	0	0	0

351	13-P-10	30	15	12	0	12	12	0	7	2	1
351	13-P-1	244	40	18	1	16	21	0	14	0	6
351	13-N-5	35	11	33	0	0	0	0	0	0	0

352	13-P-10	30	15	12	0	12	12	0	7	2	1
352	13-P-1	244	40	18	1	16	21	0	14	0	6
352	13-N-4	71	67	96	0	3	4	0	0	0	0

353	13-P-10	30	15	12	0	12	12	0	7	2	1
353	13-O-7	590	498	67	10	21	19	12	8	7	1
353	11-N-9	528	198	13	0	19	0	0	0	0	0

354	13-P-10	30	15	12	0	12	12	0	7	2	1
354	13-O-7	590	498	67	10	21	19	12	8	7	1
354	13-O-10	60	74	79	0	2	8	0	2	0	0

355	13-P-10	30	15	12	0	12	12	0	7	2	1
355	13-O-7	590	498	67	10	21	19	12	8	7	1
355	10-P-1	39	62	46	0	0	0	0	0	0	6

356	13-P-10	30	15	12	0	12	12	0	7	2	1
356	13-O-7	590	498	67	10	21	19	12	8	7	1
356	11-O-10	404	208	6	16	4	0	0	0	0	0

357	13-P-10	30	15	12	0	12	12	0	7	2	1
357	13-O-7	590	498	67	10	21	19	12	8	7	1
357	12-N-3	549	328	77	19	4	0	3	1	2	0

358	13-P-10	30	15	12	0	12	12	0	7	2	1
358	13-O-7	590	498	67	10	21	19	12	8	7	1
358	11-N-1	865	323	59	17	35	0	0	0	4	0

359	13-P-10	30	15	12	0	12	12	0	7	2	1
359	13-O-7	590	498	67	10	21	19	12	8	7	1
359	13-O-5	923	637	42	12	33	27	14	13	5	2

360	13-P-10	30	15	12	0	12	12	0	7	2	1
360	13-O-7	590	498	67	10	21	19	12	8	7	1
360	12-O-5	204	156	42	7	8	4	2	1	0	0

361	13-P-10	30	15	12	0	12	12	0	7	2	1
361	13-O-7	590	498	67	10	21	19	12	8	7	1
361	11-N-4	764	470	18	5	9	0	0	0	0	0

362	13-P-10	30	15	12	0	12	12	0	7	2	1
362	13-O-7	590	498	67	10	21	19	12	8	7	1
362	13-N-5	35	11	33	0	0	0	0	0	0	0

363	13-P-10	30	15	12	0	12	12	0	7	2	1
363	13-O-7	590	498	67	10	21	19	12	8	7	1
363	13-N-4	71	67	96	0	3	4	0	0	0	0

364	13-P-10	30	15	12	0	12	12	0	7	2	1
364	13-O-7	590	498	67	10	21	19	12	8	7	1
364	13-P-1	244	40	18	1	16	21	0	14	0	6

365	Holden_Lake	27	294	7	24	2	0	2	1	3	0
365	13-O-10	60	74	79	0	2	8	0	2	0	0
365	11-N-9	528	198	13	0	19	0	0	0	0	0

366	Holden_Lake	27	294	7	24	2	0	2	1	3	0
366	10-P-1	39	62	46	0	0	0	0	0	0	6
366	11-N-9	528	198	13	0	19	0	0	0	0	0

367	Holden_Lake	27	294	7	24	2	0	2	1	3	0
367	10-P-1	39	62	46	0	0	0	0	0	0	6
367	13-O-10	60	74	79	0	2	8	0	2	0	0

368	Holden_Lake	27	294	7	24	2	0	2	1	3	0
368	11-O-10	404	208	6	16	4	0	0	0	0	0
368	11-N-9	528	198	13	0	19	0	0	0	0	0

369	Holden_Lake	27	294	7	24	2	0	2	1	3	0
369	11-O-10	404	208	6	16	4	0	0	0	0	0
369	13-O-10	60	74	79	0	2	8	0	2	0	0

370	Holden_Lake	27	294	7	24	2	0	2	1	3	0
370	11-O-10	404	208	6	16	4	0	0	0	0	0
370	10-P-1	39	62	46	0	0	0	0	0	0	6

371	Holden_Lake	27	294	7	24	2	0	2	1	3	0
371	12-N-3	549	328	77	19	4	0	3	1	2	0
371	11-N-9	528	198	13	0	19	0	0	0	0	0

372	Holden_Lake	27	294	7	24	2	0	2	1	3	0
372	12-N-3	549	328	77	19	4	0	3	1	2	0
372	13-O-10	60	74	79	0	2	8	0	2	0	0

373	Holden_Lake	27	294	7	24	2	0	2	1	3	0
373	12-N-3	549	328	77	19	4	0	3	1	2	0
373	10-P-1	39	62	46	0	0	0	0	0	0	6

374	Holden_Lake	27	294	7	24	2	0	2	1	3	0
374	12-N-3	549	328	77	19	4	0	3	1	2	0
374	11-O-10	404	208	6	16	4	0	0	0	0	0

375	Holden_Lake	27	294	7	24	2	0	2	1	3	0
375	11-N-1	865	323	59	17	35	0	0	0	4	0
375	11-N-9	528	198	13	0	19	0	0	0	0	0

376	Holden_Lake	27	294	7	24	2	0	2	1	3	0
376	11-N-1	865	323	59	17	35	0	0	0	4	0
376	13-O-10	60	74	79	0	2	8	0	2	0	0

377	Holden_Lake	27	294	7	24	2	0	2	1	3	0
377	11-N-1	865	323	59	17	35	0	0	0	4	0
377	10-P-1	39	62	46	0	0	0	0	0	0	6

378	Holden_Lake	27	294	7	24	2	0	2	1	3	0
378	11-N-1	865	323	59	17	35	0	0	0	4	0
378	11-O-10	404	208	6	16	4	0	0	0	0	0

379	Holden_Lake	27	294	7	24	2	0	2	1	3	0
379	11-N-1	865	323	59	17	35	0	0	0	4	0
379	12-N-3	549	328	77	19	4	0	3	1	2	0

380	Holden_Lake	27	294	7	24	2	0	2	1	3	0
380	13-O-5	923	637	42	12	33	27	14	13	5	2
380	11-N-9	528	198	13	0	19	0	0	0	0	0

381	Holden_Lake	27	294	7	24	2	0	2	1	3	0
381	13-O-5	923	637	42	12	33	27	14	13	5	2
381	13-O-10	60	74	79	0	2	8	0	2	0	0

382	Holden_Lake	27	294	7	24	2	0	2	1	3	0
382	13-O-5	923	637	42	12	33	27	14	13	5	2
382	10-P-1	39	62	46	0	0	0	0	0	0	6

383	Holden_Lake	27	294	7	24	2	0	2	1	3	0
383	13-O-5	923	637	42	12	33	27	14	13	5	2
383	11-O-10	404	208	6	16	4	0	0	0	0	0

384	Holden_Lake	27	294	7	24	2	0	2	1	3	0
384	13-O-5	923	637	42	12	33	27	14	13	5	2
384	12-N-3	549	328	77	19	4	0	3	1	2	0

385	Holden_Lake	27	294	7	24	2	0	2	1	3	0
385	13-O-5	923	637	42	12	33	27	14	13	5	2
385	11-N-1	865	323	59	17	35	0	0	0	4	0

386	Holden_Lake	27	294	7	24	2	0	2	1	3	0
386	12-O-5	204	156	42	7	8	4	2	1	0	0
386	11-N-9	528	198	13	0	19	0	0	0	0	0

387	Holden_Lake	27	294	7	24	2	0	2	1	3	0
387	12-O-5	204	156	42	7	8	4	2	1	0	0
387	13-O-10	60	74	79	0	2	8	0	2	0	0

388	Holden_Lake	27	294	7	24	2	0	2	1	3	0
388	12-O-5	204	156	42	7	8	4	2	1	0	0
388	10-P-1	39	62	46	0	0	0	0	0	0	6

389	Holden_Lake	27	294	7	24	2	0	2	1	3	0
389	12-O-5	204	156	42	7	8	4	2	1	0	0
389	11-O-10	404	208	6	16	4	0	0	0	0	0

390	Holden_Lake	27	294	7	24	2	0	2	1	3	0
390	12-O-5	204	156	42	7	8	4	2	1	0	0
390	12-N-3	549	328	77	19	4	0	3	1	2	0

391	Holden_Lake	27	294	7	24	2	0	2	1	3	0
391	12-O-5	204	156	42	7	8	4	2	1	0	0
391	11-N-1	865	323	59	17	35	0	0	0	4	0

392	Holden_Lake	27	294	7	24	2	0	2	1	3	0
392	12-O-5	204	156	42	7	8	4	2	1	0	0
392	13-O-5	923	637	42	12	33	27	14	13	5	2

393	Holden_Lake	27	294	7	24	2	0	2	1	3	0
393	11-N-4	764	470	18	5	9	0	0	0	0	0
393	11-N-9	528	198	13	0	19	0	0	0	0	0

394	Holden_Lake	27	294	7	24	2	0	2	1	3	0
394	11-N-4	764	470	18	5	9	0	0	0	0	0
394	13-O-10	60	74	79	0	2	8	0	2	0	0

395	Holden_Lake	27	294	7	24	2	0	2	1	3	0
395	11-N-4	764	470	18	5	9	0	0	0	0	0
395	10-P-1	39	62	46	0	0	0	0	0	0	6

396	Holden_Lake	27	294	7	24	2	0	2	1	3	0
396	11-N-4	764	470	18	5	9	0	0	0	0	0
396	11-O-10	404	208	6	16	4	0	0	0	0	0

397	Holden_Lake	27	294	7	24	2	0	2	1	3	0
397	11-N-4	764	470	18	5	9	0	0	0	0	0
397	12-N-3	549	328	77	19	4	0	3	1	2	0

398	Holden_Lake	27	294	7	24	2	0	2	1	3	0
398	11-N-4	764	470	18	5	9	0	0	0	0	0
398	11-N-1	865	323	59	17	35	0	0	0	4	0

399	Holden_Lake	27	294	7	24	2	0	2	1	3	0
399	11-N-4	764	470	18	5	9	0	0	0	0	0
399	13-O-5	923	637	42	12	33	27	14	13	5	2

400	Holden_Lake	27	294	7	24	2	0	2	1	3	0
400	11-N-4	764	470	18	5	9	0	0	0	0	0
400	12-O-5	204	156	42	7	8	4	2	1	0	0

401	Holden_Lake	27	294	7	24	2	0	2	1	3	0
401	13-N-5	35	11	33	0	0	0	0	0	0	0
401	11-N-9	528	198	13	0	19	0	0	0	0	0

402	Holden_Lake	27	294	7	24	2	0	2	1	3	0
402	13-N-5	35	11	33	0	0	0	0	0	0	0
402	13-O-10	60	74	79	0	2	8	0	2	0	0

403	Holden_Lake	27	294	7	24	2	0	2	1	3	0
403	13-N-5	35	11	33	0	0	0	0	0	0	0
403	10-P-1	39	62	46	0	0	0	0	0	0	6

404	Holden_Lake	27	294	7	24	2	0	2	1	3	0
404	13-N-5	35	11	33	0	0	0	0	0	0	0
404	11-O-10	404	208	6	16	4	0	0	0	0	0

405	Holden_Lake	27	294	7	24	2	0	2	1	3	0
405	13-N-5	35	11	33	0	0	0	0	0	0	0
405	12-N-3	549	328	77	19	4	0	3	1	2	0

406	Holden_Lake	27	294	7	24	2	0	2	1	3	0
406	13-N-5	35	11	33	0	0	0	0	0	0	0
406	11-N-1	865	323	59	17	35	0	0	0	4	0

407	Holden_Lake	27	294	7	24	2	0	2	1	3	0
407	13-N-5	35	11	33	0	0	0	0	0	0	0
407	13-O-5	923	637	42	12	33	27	14	13	5	2

408	Holden_Lake	27	294	7	24	2	0	2	1	3	0
408	13-N-5	35	11	33	0	0	0	0	0	0	0
408	12-O-5	204	156	42	7	8	4	2	1	0	0

409	Holden_Lake	27	294	7	24	2	0	2	1	3	0
409	13-N-5	35	11	33	0	0	0	0	0	0	0
409	11-N-4	764	470	18	5	9	0	0	0	0	0

410	Holden_Lake	27	294	7	24	2	0	2	1	3	0
410	13-N-4	71	67	96	0	3	4	0	0	0	0
410	11-N-9	528	198	13	0	19	0	0	0	0	0

411	Holden_Lake	27	294	7	24	2	0	2	1	3	0
411	13-N-4	71	67	96	0	3	4	0	0	0	0
411	13-O-10	60	74	79	0	2	8	0	2	0	0

412	Holden_Lake	27	294	7	24	2	0	2	1	3	0
412	13-N-4	71	67	96	0	3	4	0	0	0	0
412	10-P-1	39	62	46	0	0	0	0	0	0	6

413	Holden_Lake	27	294	7	24	2	0	2	1	3	0
413	13-N-4	71	67	96	0	3	4	0	0	0	0
413	11-O-10	404	208	6	16	4	0	0	0	0	0

414	Holden_Lake	27	294	7	24	2	0	2	1	3	0
414	13-N-4	71	67	96	0	3	4	0	0	0	0
414	12-N-3	549	328	77	19	4	0	3	1	2	0

415	Holden_Lake	27	294	7	24	2	0	2	1	3	0
415	13-N-4	71	67	96	0	3	4	0	0	0	0
415	11-N-1	865	323	59	17	35	0	0	0	4	0

416	Holden_Lake	27	294	7	24	2	0	2	1	3	0
416	13-N-4	71	67	96	0	3	4	0	0	0	0
416	13-O-5	923	637	42	12	33	27	14	13	5	2

417	Holden_Lake	27	294	7	24	2	0	2	1	3	0
417	13-N-4	71	67	96	0	3	4	0	0	0	0
417	12-O-5	204	156	42	7	8	4	2	1	0	0

418	Holden_Lake	27	294	7	24	2	0	2	1	3	0
418	13-N-4	71	67	96	0	3	4	0	0	0	0
418	11-N-4	764	470	18	5	9	0	0	0	0	0

419	Holden_Lake	27	294	7	24	2	0	2	1	3	0
419	13-N-4	71	67	96	0	3	4	0	0	0	0
419	13-N-5	35	11	33	0	0	0	0	0	0	0

420	Holden_Lake	27	294	7	24	2	0	2	1	3	0
420	13-P-1	244	40	18	1	16	21	0	14	0	6
420	11-N-9	528	198	13	0	19	0	0	0	0	0

421	Holden_Lake	27	294	7	24	2	0	2	1	3	0
421	13-P-1	244	40	18	1	16	21	0	14	0	6
421	13-O-10	60	74	79	0	2	8	0	2	0	0

422	Holden_Lake	27	294	7	24	2	0	2	1	3	0
422	13-P-1	244	40	18	1	16	21	0	14	0	6
422	10-P-1	39	62	46	0	0	0	0	0	0	6

423	Holden_Lake	27	294	7	24	2	0	2	1	3	0
423	13-P-1	244	40	18	1	16	21	0	14	0	6
423	11-O-10	404	208	6	16	4	0	0	0	0	0

424	Holden_Lake	27	294	7	24	2	0	2	1	3	0
424	13-P-1	244	40	18	1	16	21	0	14	0	6
424	12-N-3	549	328	77	19	4	0	3	1	2	0

425	Holden_Lake	27	294	7	24	2	0	2	1	3	0
425	13-P-1	244	40	18	1	16	21	0	14	0	6
425	11-N-1	865	323	59	17	35	0	0	0	4	0

426	Holden_Lake	27	294	7	24	2	0	2	1	3	0
426	13-P-1	244	40	18	1	16	21	0	14	0	6
426	13-O-5	923	637	42	12	33	27	14	13	5	2

427	Holden_Lake	27	294	7	24	2	0	2	1	3	0
427	13-P-1	244	40	18	1	16	21	0	14	0	6
427	12-O-5	204	156	42	7	8	4	2	1	0	0

428	Holden_Lake	27	294	7	24	2	0	2	1	3	0
428	13-P-1	244	40	18	1	16	21	0	14	0	6
428	11-N-4	764	470	18	5	9	0	0	0	0	0

429	Holden_Lake	27	294	7	24	2	0	2	1	3	0
429	13-P-1	244	40	18	1	16	21	0	14	0	6
429	13-N-5	35	11	33	0	0	0	0	0	0	0

430	Holden_Lake	27	294	7	24	2	0	2	1	3	0
430	13-P-1	244	40	18	1	16	21	0	14	0	6
430	13-N-4	71	67	96	0	3	4	0	0	0	0

431	Holden_Lake	27	294	7	24	2	0	2	1	3	0
431	13-O-7	590	498	67	10	21	19	12	8	7	1
431	11-N-9	528	198	13	0	19	0	0	0	0	0

432	Holden_Lake	27	294	7	24	2	0	2	1	3	0
432	13-O-7	590	498	67	10	21	19	12	8	7	1
432	13-O-10	60	74	79	0	2	8	0	2	0	0

433	Holden_Lake	27	294	7	24	2	0	2	1	3	0
433	13-O-7	590	498	67	10	21	19	12	8	7	1
433	10-P-1	39	62	46	0	0	0	0	0	0	6

434	Holden_Lake	27	294	7	24	2	0	2	1	3	0
434	13-O-7	590	498	67	10	21	19	12	8	7	1
434	11-O-10	404	208	6	16	4	0	0	0	0	0

435	Holden_Lake	27	294	7	24	2	0	2	1	3	0
435	13-O-7	590	498	67	10	21	19	12	8	7	1
435	12-N-3	549	328	77	19	4	0	3	1	2	0

436	Holden_Lake	27	294	7	24	2	0	2	1	3	0
436	13-O-7	590	498	67	10	21	19	12	8	7	1
436	11-N-1	865	323	59	17	35	0	0	0	4	0

437	Holden_Lake	27	294	7	24	2	0	2	1	3	0
437	13-O-7	590	498	67	10	21	19	12	8	7	1
437	13-O-5	923	637	42	12	33	27	14	13	5	2

438	Holden_Lake	27	294	7	24	2	0	2	1	3	0
438	13-O-7	590	498	67	10	21	19	12	8	7	1
438	12-O-5	204	156	42	7	8	4	2	1	0	0

439	Holden_Lake	27	294	7	24	2	0	2	1	3	0
439	13-O-7	590	498	67	10	21	19	12	8	7	1
439	11-N-4	764	470	18	5	9	0	0	0	0	0

440	Holden_Lake	27	294	7	24	2	0	2	1	3	0
440	13-O-7	590	498	67	10	21	19	12	8	7	1
440	13-N-5	35	11	33	0	0	0	0	0	0	0

441	Holden_Lake	27	294	7	24	2	0	2	1	3	0
441	13-O-7	590	498	67	10	21	19	12	8	7	1
441	13-N-4	71	67	96	0	3	4	0	0	0	0

442	Holden_Lake	27	294	7	24	2	0	2	1	3	0
442	13-O-7	590	498	67	10	21	19	12	8	7	1
442	13-P-1	244	40	18	1	16	21	0	14	0	6

443	Holden_Lake	27	294	7	24	2	0	2	1	3	0
443	13-P-10	30	15	12	0	12	12	0	7	2	1
443	11-N-9	528	198	13	0	19	0	0	0	0	0

444	Holden_Lake	27	294	7	24	2	0	2	1	3	0
444	13-P-10	30	15	12	0	12	12	0	7	2	1
444	13-O-10	60	74	79	0	2	8	0	2	0	0

445	Holden_Lake	27	294	7	24	2	0	2	1	3	0
445	13-P-10	30	15	12	0	12	12	0	7	2	1
445	10-P-1	39	62	46	0	0	0	0	0	0	6

446	Holden_Lake	27	294	7	24	2	0	2	1	3	0
446	13-P-10	30	15	12	0	12	12	0	7	2	1
446	11-O-10	404	208	6	16	4	0	0	0	0	0

447	Holden_Lake	27	294	7	24	2	0	2	1	3	0
447	13-P-10	30	15	12	0	12	12	0	7	2	1
447	12-N-3	549	328	77	19	4	0	3	1	2	0

448	Holden_Lake	27	294	7	24	2	0	2	1	3	0
448	13-P-10	30	15	12	0	12	12	0	7	2	1
448	11-N-1	865	323	59	17	35	0	0	0	4	0

449	Holden_Lake	27	294	7	24	2	0	2	1	3	0
449	13-P-10	30	15	12	0	12	12	0	7	2	1
449	13-O-5	923	637	42	12	33	27	14	13	5	2

450	Holden_Lake	27	294	7	24	2	0	2	1	3	0
450	13-P-10	30	15	12	0	12	12	0	7	2	1
450	12-O-5	204	156	42	7	8	4	2	1	0	0

451	Holden_Lake	27	294	7	24	2	0	2	1	3	0
451	13-P-10	30	15	12	0	12	12	0	7	2	1
451	11-N-4	764	470	18	5	9	0	0	0	0	0

452	Holden_Lake	27	294	7	24	2	0	2	1	3	0
452	13-P-10	30	15	12	0	12	12	0	7	2	1
452	13-N-5	35	11	33	0	0	0	0	0	0	0

453	Holden_Lake	27	294	7	24	2	0	2	1	3	0
453	13-P-10	30	15	12	0	12	12	0	7	2	1
453	13-N-4	71	67	96	0	3	4	0	0	0	0

454	Holden_Lake	27	294	7	24	2	0	2	1	3	0
454	13-P-10	30	15	12	0	12	12	0	7	2	1
454	13-P-1	244	40	18	1	16	21	0	14	0	6

455	Holden_Lake	27	294	7	24	2	0	2	1	3	0
455	13-P-10	30	15	12	0	12	12	0	7	2	1
455	13-O-7	590	498	67	10	21	19	12	8	7	1

456	13-O-11	35	65	24	0	0	2	0	1	0	1
456	13-O-10	60	74	79	0	2	8	0	2	0	0
456	11-N-9	528	198	13	0	19	0	0	0	0	0

457	13-O-11	35	65	24	0	0	2	0	1	0	1
457	10-P-1	39	62	46	0	0	0	0	0	0	6
457	11-N-9	528	198	13	0	19	0	0	0	0	0

458	13-O-11	35	65	24	0	0	2	0	1	0	1
458	10-P-1	39	62	46	0	0	0	0	0	0	6
458	13-O-10	60	74	79	0	2	8	0	2	0	0

459	13-O-11	35	65	24	0	0	2	0	1	0	1
459	11-O-10	404	208	6	16	4	0	0	0	0	0
459	11-N-9	528	198	13	0	19	0	0	0	0	0

460	13-O-11	35	65	24	0	0	2	0	1	0	1
460	11-O-10	404	208	6	16	4	0	0	0	0	0
460	13-O-10	60	74	79	0	2	8	0	2	0	0

461	13-O-11	35	65	24	0	0	2	0	1	0	1
461	11-O-10	404	208	6	16	4	0	0	0	0	0
461	10-P-1	39	62	46	0	0	0	0	0	0	6

462	13-O-11	35	65	24	0	0	2	0	1	0	1
462	12-N-3	549	328	77	19	4	0	3	1	2	0
462	11-N-9	528	198	13	0	19	0	0	0	0	0

463	13-O-11	35	65	24	0	0	2	0	1	0	1
463	12-N-3	549	328	77	19	4	0	3	1	2	0
463	13-O-10	60	74	79	0	2	8	0	2	0	0

464	13-O-11	35	65	24	0	0	2	0	1	0	1
464	12-N-3	549	328	77	19	4	0	3	1	2	0
464	10-P-1	39	62	46	0	0	0	0	0	0	6

465	13-O-11	35	65	24	0	0	2	0	1	0	1
465	12-N-3	549	328	77	19	4	0	3	1	2	0
465	11-O-10	404	208	6	16	4	0	0	0	0	0

466	13-O-11	35	65	24	0	0	2	0	1	0	1
466	11-N-1	865	323	59	17	35	0	0	0	4	0
466	11-N-9	528	198	13	0	19	0	0	0	0	0

467	13-O-11	35	65	24	0	0	2	0	1	0	1
467	11-N-1	865	323	59	17	35	0	0	0	4	0
467	13-O-10	60	74	79	0	2	8	0	2	0	0

468	13-O-11	35	65	24	0	0	2	0	1	0	1
468	11-N-1	865	323	59	17	35	0	0	0	4	0
468	10-P-1	39	62	46	0	0	0	0	0	0	6

469	13-O-11	35	65	24	0	0	2	0	1	0	1
469	11-N-1	865	323	59	17	35	0	0	0	4	0
469	11-O-10	404	208	6	16	4	0	0	0	0	0

470	13-O-11	35	65	24	0	0	2	0	1	0	1
470	11-N-1	865	323	59	17	35	0	0	0	4	0
470	12-N-3	549	328	77	19	4	0	3	1	2	0

471	13-O-11	35	65	24	0	0	2	0	1	0	1
471	13-O-5	923	637	42	12	33	27	14	13	5	2
471	11-N-9	528	198	13	0	19	0	0	0	0	0

472	13-O-11	35	65	24	0	0	2	0	1	0	1
472	13-O-5	923	637	42	12	33	27	14	13	5	2
472	13-O-10	60	74	79	0	2	8	0	2	0	0

473	13-O-11	35	65	24	0	0	2	0	1	0	1
473	13-O-5	923	637	42	12	33	27	14	13	5	2
473	10-P-1	39	62	46	0	0	0	0	0	0	6

474	13-O-11	35	65	24	0	0	2	0	1	0	1
474	13-O-5	923	637	42	12	33	27	14	13	5	2
474	11-O-10	404	208	6	16	4	0	0	0	0	0

475	13-O-11	35	65	24	0	0	2	0	1	0	1
475	13-O-5	923	637	42	12	33	27	14	13	5	2
475	12-N-3	549	328	77	19	4	0	3	1	2	0

476	13-O-11	35	65	24	0	0	2	0	1	0	1
476	13-O-5	923	637	42	12	33	27	14	13	5	2
476	11-N-1	865	323	59	17	35	0	0	0	4	0

477	13-O-11	35	65	24	0	0	2	0	1	0	1
477	12-O-5	204	156	42	7	8	4	2	1	0	0
477	11-N-9	528	198	13	0	19	0	0	0	0	0

478	13-O-11	35	65	24	0	0	2	0	1	0	1
478	12-O-5	204	156	42	7	8	4	2	1	0	0
478	13-O-10	60	74	79	0	2	8	0	2	0	0

479	13-O-11	35	65	24	0	0	2	0	1	0	1
479	12-O-5	204	156	42	7	8	4	2	1	0	0
479	10-P-1	39	62	46	0	0	0	0	0	0	6

480	13-O-11	35	65	24	0	0	2	0	1	0	1
480	12-O-5	204	156	42	7	8	4	2	1	0	0
480	11-O-10	404	208	6	16	4	0	0	0	0	0

481	13-O-11	35	65	24	0	0	2	0	1	0	1
481	12-O-5	204	156	42	7	8	4	2	1	0	0
481	12-N-3	549	328	77	19	4	0	3	1	2	0

482	13-O-11	35	65	24	0	0	2	0	1	0	1
